Team,ELO
Royal Never Give Up,2101.7347039960314
T1,1954.8130190797008
The Chiefs,1717.0552455186685
Gen.G,1703.9002451518954
Dplus Kia,1701.6953436600252
KOI,1699.6117806064694
PSG Talon,1687.4235694206272
100 Thieves,1678.7286553087306
CTBC Flying Oyster,1652.3262470815027
Evil Geniuses LG,1635.5983303586054
G2 Esports,1622.393980483987
Saigon Buffalo Esports,1611.3201315750562
Pentanet.GG,1578.4205240322276
J Team,1576.0936138340064
Team Liquid Honda,1570.0762122118715
Fnatic,1544.4702689072446
paiN Gaming,1536.575028834555
Kwangdong Freecs,1527.050783100938
RED Kalunga,1526.065792689228
SK Gaming,1520.717667362147
DetonatioN FocusMe,1515.834596774912
Cloud9,1510.758956240058
Rascal Jester,1507.377670621668
DRX,1504.600139817322
Sengoku Gaming,1493.160606914449
kt Rolster,1488.7419187031117
MAD Lions,1479.756397615226
NASR ESPORTS,1477.9405240072465
DenizBank İstanbul Wildcats,1475.0486028622513
Deep Cross Gaming,1468.7904984756212
Dignitas,1465.5251277010932
Beyond Gaming,1452.5134107396366
OKSavingsBank BRION,1451.5178700441577
Misfits Gaming,1448.9100797379735
Team Aze,1436.6823915794837
Team Vitality,1433.914853690764
Estral Esports,1432.629767287621
LOUD,1430.920423885815
Movistar R7,1426.1618741326156
KaBuM! Esports,1424.8205245497163
FURIA,1417.626935116774
ORDER,1416.9361780838117
TSM,1415.5779695510794
Liberty,1414.389722831154
FlyQuest,1408.8309643739208
EXCEL,1403.7363896490824
Burning Core,1392.749932333674
Isurus,1382.5177922453524
Galatasaray Espor,1382.246937065473
Fenerbahçe Espor,1373.6940286481968
Golden Guardians,1371.7108921601025
Miners,1369.6791775839756
CLG,1361.8141793103823
Frank Esports,1347.202408710292
RENSGA,1347.0147890943306
NongShim REDFORCE,1328.493237797433
5 Ronin,1326.9333853471378
Info Yatırım Aurora,1325.0003596983993
Immortals Progressive,1315.1200505112645
Papara SuperMassive,1314.4618057409093
Kanga Esports,1307.98450423658
PEACE,1298.1433275122527
Dire Wolves,1296.2562417230101
Flamengo ,1282.0386789654458
XTEN Esports,1280.2584527846216
Astralis,1275.487018118832
Beşiktaş,1274.858956939065
Impunity Esports,1271.6608135700524
Dark Passage,1266.8233023723217
Crest Gaming Act,1264.024132084115
Meta Falcon Team,1263.5878202406216
All Knights,1262.2208504993323
INFINITY,1258.521044562241
Fukuoka SoftBank HAWKS gaming,1257.9877908105657
Team BDS,1257.674133061999
Globant Emerald Team,1249.1673287659216
INTZ,1223.6069162446638
Liiv SANDBOX,1213.8552917968532
AXIZ,1194.422478905885
GALAKTICOS,1190.1033510143552
Hurricane Gaming,1183.2171003298872
MAMMOTH,1164.3152205141118
Hanwha Life Esports,1156.3794697902197
SEM9,1104.7035689102506
V3 Esports,1099.042072346691
Gravitas,1016.2456194530993
