Team,ELO
G2 Esports,1935.721411250262
T1,1923.7657001380448
Team Liquid Honda,1817.0732188771808
Gen.G,1703.9002451518954
Dplus Kia,1701.6953436600252
KOI,1699.6117806064694
Evil Geniuses LG,1640.1630751506684
DenizBank İstanbul Wildcats,1567.9373491668955
RED Kalunga,1553.32780289357
ORDER,1553.1765509251793
Fnatic,1544.4702689072446
The Chiefs,1541.8808783476195
paiN Gaming,1536.575028834555
Kwangdong Freecs,1527.050783100938
SK Gaming,1520.717667362147
Pentanet.GG,1507.9426436765282
DRX,1504.600139817322
Cloud9,1499.6199542995068
kt Rolster,1488.7419187031117
Dignitas,1486.645128287992
MAD Lions,1479.756397615226
NASR ESPORTS,1477.9405240072465
CLG,1477.4782906406774
100 Thieves,1466.6870452833364
OKSavingsBank BRION,1451.5178700441577
Misfits Gaming,1448.9100797379735
FlyQuest,1447.299342540805
Team Vitality,1433.914853690764
LOUD,1430.920423885815
KaBuM! Esports,1424.8205245497163
FURIA,1417.626935116774
Liberty,1414.389722831154
EXCEL,1403.7363896490824
TSM,1401.459667414539
Golden Guardians,1400.753830084402
Galatasaray Espor,1382.246937065473
Fenerbahçe Espor,1373.6940286481968
Miners,1369.6791775839756
Immortals Progressive,1362.8204474208924
RENSGA,1347.0147890943306
PEACE,1343.4253655682924
NongShim REDFORCE,1328.493237797433
5 Ronin,1326.9333853471378
Info Yatırım Aurora,1325.0003596983993
Papara SuperMassive,1314.4618057409093
Dire Wolves,1308.188272849548
Flamengo ,1282.0386789654458
Astralis,1275.487018118832
Beşiktaş,1274.858956939065
Dark Passage,1266.8233023723217
Team BDS,1257.674133061999
Kanga Esports,1247.0587327469225
INTZ,1223.6069162446638
Liiv SANDBOX,1213.8552917968532
MAMMOTH,1191.039212229713
GALAKTICOS,1190.1033510143552
Gravitas,1157.2883436561972
Hanwha Life Esports,1156.3794697902197
